# Name                                                Directed    Weighted    Bipartite    Selfloops    Multiedges    nbVertices    nbEdges    binDensity    matDensity    averageDegree                                                      Tags                                                                                          url    rank    thrank    shrank    erank    elbow    energy    srank    nrank                                                                                                                   Name\href
kegg_metabolic_mja                                  undirected  unweighted   unipartite    selfloops    multiedges           796       1876   0.00570922    0.00569746               4.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     736        71        89    517.3       65       261      8.6     53.9                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mja}
kegg_metabolic_mka                                  undirected  unweighted   unipartite    selfloops    multiedges           754       1748   0.00592689    0.0059242                4.6                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     690        65        79    488.4       72       250      8.1     50.7                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mka}
kegg_metabolic_mle                                  undirected  unweighted   unipartite    selfloops    multiedges          1008       2670   0.00508715    0.00508334               5.3                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     944        83       104    651.2       78       323      8.8     60.5                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mle}
kegg_metabolic_mlo                                  undirected  unweighted   unipartite    selfloops    multiedges          1654       4890   0.00345295    0.00344919               5.9                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1499       121       167   1017.6       92       470      8.5     71.4                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mlo}
kegg_metabolic_mma                                  undirected  unweighted   unipartite    selfloops    multiedges          1008       2480   0.00470566    0.00469852               4.9                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     911        81       109    640.7       67       318      8.4     58.3                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mma}
kegg_metabolic_mmu                                  undirected  unweighted   unipartite    selfloops    multiedges          1863       5886   0.0032448     0.00323992               6.3                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1682       169       216   1125.4       87       487      8.5     74.4                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mmu}
kegg_metabolic_mpe                                  undirected  unweighted   unipartite    selfloops    multiedges           579       1348   0.0078554     0.00785405               4.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     537        58        76    380.6       47       198      9.3     48.9                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mpe}
kegg_metabolic_mpn                                  undirected  unweighted   unipartite    selfloops    multiedges           375        897   0.0124397     0.0124444                4.8                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     347        34        42    248.7       45       136      9.5     41.1                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mpn}
kegg_metabolic_mpu                                  undirected  unweighted   unipartite    selfloops    multiedges           385        934   0.0122872     0.0122854                4.9                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     353        33        45    253.3       37       137      8.9     40.2                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mpu}
kegg_metabolic_mtc                                  undirected  unweighted   unipartite    selfloops    multiedges          1443       4059   0.00377215    0.00376804               5.6                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1340       108       144    909.8       91       430      8.9     69.4                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mtc}
kegg_metabolic_mth                                  undirected  unweighted   unipartite    selfloops    multiedges           814       1919   0.00559533    0.00559013               4.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     749        72        92    527.5       58       263      8       52.1                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mth}
kegg_metabolic_mtu                                  undirected  unweighted   unipartite    selfloops    multiedges          1509       4256   0.00362242    0.00361823               5.6                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1397       108       148    950.4       92       450      8.7     70.2                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_mtu}
kegg_metabolic_nma                                  undirected  unweighted   unipartite    selfloops    multiedges          1017       2707   0.00504971    0.00504211               5.3                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     944        94       121    649.9       77       313      8.7     59.7                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_nma}
kegg_metabolic_nme                                  undirected  unweighted   unipartite    selfloops    multiedges          1020       2706   0.00502199    0.00501442               5.3                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     949        91       118    653.7       80       316      8.7     60.2                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_nme}
kegg_metabolic_oih                                  undirected  unweighted   unipartite    selfloops    multiedges          1340       3729   0.00402573    0.00401983               5.6                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1237       102       137    849.9       91       409      9.2     69.2                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_oih}
kegg_metabolic_pab                                  undirected  unweighted   unipartite    selfloops    multiedges           829       1975   0.00556629    0.00555846               4.8                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     748        64        81    529.6       63       277      8.8     55.2                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_pab}
kegg_metabolic_pae                                  undirected  unweighted   unipartite    selfloops    multiedges          1581       4606   0.00356397    0.00355902               5.8                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1450       123       161    984.8      101       454      8.4     70                                             \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_pae}
kegg_metabolic_pai                                  undirected  unweighted   unipartite    selfloops    multiedges           958       2389   0.00504832    0.00504269               5                                        Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     881        73        91    616.9       64       316      8.9     59.1                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_pai}
kegg_metabolic_pfu                                  undirected  unweighted   unipartite    selfloops    multiedges           814       2025   0.00592695    0.00591914               5                                        Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     735        69        81    517.1       72       265      8.6     53.9                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_pfu}
kegg_metabolic_pho                                  undirected  unweighted   unipartite    selfloops    multiedges           733       1748   0.00630457    0.00629456               4.8                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     662        57        69    470.8       63       248      8.5     51                                             \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_pho}
kegg_metabolic_pmu                                  undirected  unweighted   unipartite    selfloops    multiedges          1167       3306   0.00467479    0.00466852               5.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1091       107       141    740.2       93       348      8.6     62.6                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_pmu}
kegg_metabolic_rco                                  undirected  unweighted   unipartite    selfloops    multiedges           785       1826   0.00576004    0.0057479                4.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     710        66        81    504.3       68       266      9.4     55.3                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_rco}
kegg_metabolic_rno                                  undirected  unweighted   unipartite    selfloops    multiedges          1646       4911   0.00348511    0.00347985               6                                        Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1483       140       183   1006.6       82       449      8.3     69.9                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_rno}
kegg_metabolic_rpr                                  undirected  unweighted   unipartite    selfloops    multiedges           754       1751   0.00599364    0.00598224               4.6                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     688        63        78    487.6       69       257      9.3     54.2                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_rpr}
kegg_metabolic_rso                                  undirected  unweighted   unipartite    selfloops    multiedges          1642       4720   0.00338127    0.00337591               5.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1505       126       168   1024.6       91       473      8.6     71.7                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_rso}
kegg_metabolic_sag                                  undirected  unweighted   unipartite    selfloops    multiedges           875       2215   0.00560209    0.00559543               5.1                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     808        90       111    564.5       70       278      8.3     55.4                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sag}
kegg_metabolic_sam                                  undirected  unweighted   unipartite    selfloops    multiedges          1073       3006   0.00505726    0.00505676               5.6                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1012       110       141    685.2       80       323      8.8     61.8                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sam}
kegg_metabolic_san                                  undirected  unweighted   unipartite    selfloops    multiedges           880       2230   0.00557734    0.00557076               5.1                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     812        91       112    568.1       70       280      8.3     55.6                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_san}
kegg_metabolic_sau                                  undirected  unweighted   unipartite    selfloops    multiedges          1080       3009   0.00499709    0.00499657               5.6                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1016       110       141    689.1       81       325      8.9     61.9                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sau}
kegg_metabolic_sav                                  undirected  unweighted   unipartite    selfloops    multiedges          1072       3004   0.00506148    0.00506098               5.6                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1010       110       141    683.9       81       322      8.8     61.6                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sav}
kegg_metabolic_sce                                  undirected  unweighted   unipartite    selfloops    multiedges          1378       4106   0.0041689     0.00416244               6                                        Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1265       117       158    853.1       75       387      8.5     65.8                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sce}
kegg_metabolic_sco                                  undirected  unweighted   unipartite    selfloops    multiedges          1542       4472   0.00362795    0.00362315               5.8                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1413       107       145    956         92       447      8.7     69.9                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sco}
kegg_metabolic_sfl                                  undirected  unweighted   unipartite    selfloops    multiedges          1560       4544   0.00359237    0.00358646               5.8                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1439       119       165    977.4       97       455      8.9     72                                             \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sfl}
kegg_metabolic_sme                                  undirected  unweighted   unipartite    selfloops    multiedges          1705       5023   0.00333548    0.00333055               5.9                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1545       114       159   1053.1       94       493      8.3     71.8                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sme}
kegg_metabolic_smu                                  undirected  unweighted   unipartite    selfloops    multiedges           911       2348   0.00550773    0.00549811               5.2                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     835        90       113    582.3       82       288      9.3     59.6                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_smu}
kegg_metabolic_son                                  undirected  unweighted   unipartite    selfloops    multiedges          1417       4005   0.0038471     0.00384185               5.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1306       117       151    888.7       87       417      8.7     68.3                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_son}
kegg_metabolic_spg                                  undirected  unweighted   unipartite    selfloops    multiedges           822       2026   0.00583587    0.00583261               4.9                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     761        83       106    534.3       68       271      9       56.6                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_spg}
kegg_metabolic_spm                                  undirected  unweighted   unipartite    selfloops    multiedges           820       2033   0.00588515    0.00588192               5                                        Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     759        82       107    532.6       70       269      9       56.4                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_spm}
kegg_metabolic_spn                                  undirected  unweighted   unipartite    selfloops    multiedges           892       2319   0.00563677    0.00562549               5.2                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     829        94       117    578.5       67       286      8.6     57.1                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_spn}
kegg_metabolic_spo                                  undirected  unweighted   unipartite    selfloops    multiedges          1184       3499   0.00482096    0.00481291               5.9                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1115       114       144    748         71       341      8.4     61.6                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_spo}
kegg_metabolic_spr                                  undirected  unweighted   unipartite    selfloops    multiedges           910       2374   0.00554637    0.00553556               5.2                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     848        91       116    589.6       67       291      8.6     57.6                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_spr}
kegg_metabolic_spy                                  undirected  unweighted   unipartite    selfloops    multiedges           825       2028   0.00580233    0.00579614               4.9                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     763        81       107    535.9       67       272      9       56.7                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_spy}
kegg_metabolic_sso                                  undirected  unweighted   unipartite    selfloops    multiedges          1035       2576   0.00467424    0.00466289               5                                        Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     949        81        98    665.5       88       339      8.6     60.2                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sso}
kegg_metabolic_stm                                  undirected  unweighted   unipartite    selfloops    multiedges          1563       4588   0.00360969    0.00360463               5.9                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1439       122       169    975.9       98       454      8.8     72.1                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_stm}
kegg_metabolic_sto                                  undirected  unweighted   unipartite    selfloops    multiedges           973       2365   0.00484329    0.00483243               4.9                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     900        81       103    632.5       84       322      8.7     59.4                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sto}
kegg_metabolic_sty                                  undirected  unweighted   unipartite    selfloops    multiedges          1547       4444   0.00357197    0.00356592               5.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1420       123       167    965.7       91       450      8.8     71.8                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_sty}
kegg_metabolic_syn                                  undirected  unweighted   unipartite    selfloops    multiedges          1264       3415   0.00414019    0.00413408               5.4                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1157       110       142    797.5       88       379      8.8     65.3                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_syn}
kegg_metabolic_tac                                  undirected  unweighted   unipartite    selfloops    multiedges           768       1972   0.0064647     0.00645616               5.1                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     701        62        76    488.9       76       250      8.5     52.1                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_tac}
kegg_metabolic_tel                                  undirected  unweighted   unipartite    selfloops    multiedges          1159       3067   0.00442415    0.0044168                5.3                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1056        92       123    733.7       81       358      9       64.1                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_tel}
kegg_metabolic_tma                                  undirected  unweighted   unipartite    selfloops    multiedges           914       2427   0.00564145    0.00563086               5.3                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     846        83       108    584.3       70       287      9.4     59.7                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_tma}
kegg_metabolic_tpa                                  undirected  unweighted   unipartite    selfloops    multiedges           524       1299   0.00918212    0.0091705                5                                        Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     487        48        63    345.4       41       181      7.7     42.7                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_tpa}
kegg_metabolic_tte                                  undirected  unweighted   unipartite    selfloops    multiedges           991       2615   0.00515323    0.0051452                5.3                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     914        89       115    634.9       72       310      8.6     59.5                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_tte}
kegg_metabolic_tvo                                  undirected  unweighted   unipartite    selfloops    multiedges           778       2010   0.00642179    0.00641352               5.2                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     714        64        78    496.2       64       252      8.4     51.7                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_tvo}
kegg_metabolic_uur                                  undirected  unweighted   unipartite    selfloops    multiedges           321        748   0.0142025     0.0142079                4.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     285        21        27    208.5       31       121      8.1     35                                             \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_uur}
kegg_metabolic_vch                                  undirected  unweighted   unipartite    selfloops    multiedges          1422       4051   0.00386458    0.0038584                5.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1313       114       155    894.7       95       419      8.7     68.8                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_vch}
kegg_metabolic_wbr                                  undirected  unweighted   unipartite    selfloops    multiedges           775       2113   0.00681077    0.00679958               5.5                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip     725        75        94    495.2       67       240      8.5     51.9                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_wbr}
kegg_metabolic_xac                                  undirected  unweighted   unipartite    selfloops    multiedges          1444       4006   0.00371996    0.00371151               5.5                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1312       106       143    902.5       90       433      8.8     69.6                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_xac}
kegg_metabolic_xcc                                  undirected  unweighted   unipartite    selfloops    multiedges          1454       4056   0.00371342    0.00370509               5.6                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1323       107       145    908.7       89       433      8.8     69.8                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_xcc}
kegg_metabolic_xfa                                  undirected  unweighted   unipartite    selfloops    multiedges          1092       2906   0.00471532    0.00470538               5.3                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1002        90       115    689.8       78       336      9.1     62.9                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_xfa}
kegg_metabolic_ype                                  undirected  unweighted   unipartite    selfloops    multiedges          1474       4204   0.00373203    0.0037249                5.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1355       118       162    922.5      100       431      8.7     69.7                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_ype}
kegg_metabolic_ypk                                  undirected  unweighted   unipartite    selfloops    multiedges          1452       4102   0.00375304    0.00374566               5.7                                      Biological,Metabolic                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip    1338       119       159    913.9       94       429      8.7     69.3                                           \href{http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip}{kegg_metabolic_ypk}
kidnappings                                           directed  unweighted    bipartite  noselfloops  nomultiedges           351        402   0.00327228    0.00326296               1.1                                            Social,Offline  https://sites.google.com/site/ucinetsoftware/datasets/covert-networks/philippinekidnappings      94         5         6     76.9        6        48      6.3     19.9             \href{https://sites.google.com/site/ucinetsoftware/datasets/covert-networks/philippinekidnappings}{kidnappings}
law_firm                                              directed  unweighted   unipartite  noselfloops    multiedges            71       2571   0.3167        0.31224                 36.2                                 Social,Offline,Multilayer                                                        https://manliodedomenico.com/data.php      71         4         7     45.7        5        23      2.5      8.6                                                                      \href{https://manliodedomenico.com/data.php}{law_firm}
lesmis                                              undirected    weighted   unipartite  noselfloops  nomultiedges            77        254   0.0868079     0.0856806                6.6                                          Social,Fictional                                                  http://www-personal.umich.edu/~mejn/netdata      64        12        15     28.4       12        10      2.8      7.1                                                                  \href{http://www-personal.umich.edu/~mejn/netdata}{lesmis}
london_transport                                    undirected    weighted   unipartite  noselfloops    multiedges           369        441   0.00633322    0.00631605               2.4                 Transportation,PublicTransport,Multilayer                                                        https://manliodedomenico.com/data.php     358        11        22    287.6       67       184     35       92.8                                                              \href{https://manliodedomenico.com/data.php}{london_transport}
macaque_neural                                      undirected  unweighted   unipartite  noselfloops    multiedges            47        505   0.289547      0.283386                21.5                                     Biological,Connectome                                                https://sites.google.com/site/bctnet/datasets      47         5         7     29.4        3        14      2.3      6.8                                                        \href{https://sites.google.com/site/bctnet/datasets}{macaque_neural}
macaques                                              directed    weighted   unipartite  noselfloops  nomultiedges            62       1187   0.313855      0.308793                19.1                                             Social,Animal                                                         http://konect.cc/networks/moreno_mac      59         7         8     35.2        7        18      2.6      8.1                                                                       \href{http://konect.cc/networks/moreno_mac}{macaques}
malaria_genes_HVR_1                                 undirected  unweighted   unipartite  noselfloops  nomultiedges           307       2812   0.0598667     0.0596717               18.3                  Biological,Genetic,Projection,Multilayer                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013     307        45        58    190.5       26        79      4.3     22.4                                \href{https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013}{malaria_genes_HVR_1}
malaria_genes_HVR_2                                 undirected  unweighted   unipartite  noselfloops  nomultiedges           307       1446   0.030785      0.0306847                9.4                  Biological,Genetic,Projection,Multilayer                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013     290        42        48    182.4       29        56      5       22.8                                \href{https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013}{malaria_genes_HVR_2}
malaria_genes_HVR_3                                 undirected  unweighted   unipartite  noselfloops  nomultiedges           307        659   0.0140299     0.0139842                4.3                  Biological,Genetic,Projection,Multilayer                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013     255        27        28    186.5       29       118      4.7     23.4                                \href{https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013}{malaria_genes_HVR_3}
malaria_genes_HVR_4                                 undirected  unweighted   unipartite  noselfloops  nomultiedges           307       1214   0.0258457     0.0257615                7.9                  Biological,Genetic,Projection,Multilayer                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013     282        48        56    186.2       35        69      7       28.2                                \href{https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013}{malaria_genes_HVR_4}
malaria_genes_HVR_5                                 undirected  unweighted   unipartite  noselfloops  nomultiedges           307       2684   0.0571416     0.0569555               17.5                  Biological,Genetic,Projection,Multilayer                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013     298        39        52    197.2       33        95      7.3     32                                  \href{https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013}{malaria_genes_HVR_5}
malaria_genes_HVR_6                                 undirected  unweighted   unipartite  noselfloops  nomultiedges           307       3263   0.0694684     0.0692421               21.3                  Biological,Genetic,Projection,Multilayer                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013     304        35        47    185         21        77      4       20.9                                \href{https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013}{malaria_genes_HVR_6}
malaria_genes_HVR_7                                 undirected  unweighted   unipartite  noselfloops  nomultiedges           307      11688   0.248834      0.248024                76.1                  Biological,Genetic,Projection,Multilayer                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013     306        69        79    122.8       17        19      2.4     10.7                                \href{https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013}{malaria_genes_HVR_7}
malaria_genes_HVR_8                                 undirected  unweighted   unipartite  noselfloops  nomultiedges           307       3961   0.0843286     0.0840539               25.8                  Biological,Genetic,Projection,Multilayer                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013     295        49        63    160.7       12        46      2.6     14                                  \href{https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013}{malaria_genes_HVR_8}
malaria_genes_HVR_9                                 undirected  unweighted   unipartite  noselfloops  nomultiedges           307       7579   0.161355      0.160829                49.4                  Biological,Genetic,Projection,Multilayer                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013     305        55        68    158.6       17        47      2.4     13.4                                \href{https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013}{malaria_genes_HVR_9}
malaria_genes_combined                              undirected  unweighted   unipartite  noselfloops    multiedges           307      35306   0.466266      0.464748               230                    Biological,Genetic,Projection,Multilayer                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013     307        18        25    182         14        63      1.9     12.6                             \href{https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013}{malaria_genes_combined}
marvel_partnerships                                 undirected  unweighted   unipartite  noselfloops  nomultiedges           350        346   0.00566517    0.00564898               2                                            Social,Fictional                                                                            http://ix.io/1omF     283        15        24    247.6       45       179     30.7     81.9                                                                               \href{http://ix.io/1omF}{marvel_partnerships}
marvel_universe                                     undirected  unweighted   unipartite  noselfloops  nomultiedges         19428      95497   0.000506041   0.000506015              9.8                                          Social,Fictional                                             http://bioinfo.uib.es/~joemiro/marvel/porgat.txt    9376      1254      1560   5892.4      522      2268     40      374                                                      \href{http://bioinfo.uib.es/~joemiro/marvel/porgat.txt}{marvel_universe}
