# name                                                 (un)dir    (un)weighted    uni/bi-partite    selfloops    multiedges    nbVertices           nbEdges        density    bindensity    matdensity    averageDegree                                                      tags             weightTag                                                                                          url
edit_wiktionary_zu                                  undirected      unweighted         bipartite  noselfloops    multiedges          1624    7532              0.00571526    0.00316798    0.00316603          9.27586                          Informational,Webgraph,Timestamps                  None                                                  http://konect.cc/networks/edit-frwiktionary
ego_social_facebook_0                               undirected      unweighted        unipartite  noselfloops  nomultiedges           333    2519              0.0455697     0.0455697     0.0454328          15.1291                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_facebook_107                             undirected      unweighted        unipartite  noselfloops  nomultiedges          1034   26749              0.050086      0.050086      0.0500376          51.7389                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_facebook_1684                            undirected      unweighted        unipartite  noselfloops  nomultiedges           786   14024              0.0454579     0.0454579     0.0454001          35.6845                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_facebook_1912                            undirected      unweighted        unipartite  noselfloops  nomultiedges           747   30025              0.107759      0.107759      0.107615           80.3882                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_facebook_3437                            undirected      unweighted        unipartite  noselfloops  nomultiedges           534    4813              0.0338203     0.0338203     0.033757           18.0262                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_facebook_348                             undirected      unweighted        unipartite  noselfloops  nomultiedges           224    3192              0.127803      0.127803      0.127232           28.5                                                  Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_facebook_3980                            undirected      unweighted        unipartite  noselfloops  nomultiedges            52     146              0.110106      0.110106      0.107988            5.61538                                              Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_facebook_414                             undirected      unweighted        unipartite  noselfloops  nomultiedges           150    1693              0.151499      0.151499      0.150489           22.5733                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_facebook_686                             undirected      unweighted        unipartite  noselfloops  nomultiedges           168    1656              0.11805       0.11805       0.117347           19.7143                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_facebook_698                             undirected      unweighted        unipartite  noselfloops  nomultiedges            61     270              0.147541      0.147541      0.145122            8.85246                                              Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_facebook_combined                        undirected      unweighted        unipartite  noselfloops  nomultiedges          4039   88234              0.01082       0.01082       0.0108173          43.691                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100129275726588145876              undirected      unweighted        unipartite  noselfloops  nomultiedges          1650  151766              0.111558      0.111558      0.11149           183.959                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100329698645326486178              undirected      unweighted        unipartite  noselfloops  nomultiedges          2213   79586              0.0325162     0.0325162     0.0325015          71.9259                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100466178325794757407              undirected      unweighted        unipartite  noselfloops  nomultiedges           344    3362              0.0569869     0.0569869     0.0568213          19.5465                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100500197140377336562              undirected      unweighted        unipartite  noselfloops  nomultiedges           638   14162              0.0696939     0.0696939     0.0695846          44.395                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100518419853963396365              undirected      unweighted        unipartite  noselfloops  nomultiedges           326    8180              0.154412      0.154412      0.153939           50.184                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100521671383026672718              undirected      unweighted        unipartite  noselfloops  nomultiedges           521   16558              0.122235      0.122235      0.122001           63.5624                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100535338638690515335              undirected      unweighted        unipartite  noselfloops  nomultiedges          1187   58586              0.0832316     0.0832316     0.0831615          98.7127                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100637660947564674695              undirected      unweighted        unipartite  noselfloops  nomultiedges           296    3182              0.0728814     0.0728814     0.0726351          21.5                                                  Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100668989009254813743              undirected      unweighted        unipartite  noselfloops  nomultiedges          4586  309864              0.0294732     0.0294732     0.0294668         135.135                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100715738096376666180              undirected      unweighted        unipartite  noselfloops  nomultiedges          1179   47682              0.0686634     0.0686634     0.0686052          80.8855                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100720409235366385249              undirected      unweighted        unipartite  noselfloops  nomultiedges          3455  393591              0.0659637     0.0659637     0.0659446         227.838                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_100962871525684315897              undirected      unweighted        unipartite  noselfloops  nomultiedges           559   26755              0.171549      0.171549      0.171242           95.7245                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101130571432010257170              undirected      unweighted        unipartite  noselfloops  nomultiedges          2614  468978              0.137321      0.137321      0.137269          358.82                                                 Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101133961721621664586              undirected      unweighted        unipartite  noselfloops  nomultiedges           780   21662              0.0713011     0.0713011     0.0712097          55.5436                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101185748996927059931              undirected      unweighted        unipartite  noselfloops  nomultiedges          1052   62088              0.11231       0.11231       0.112203          118.038                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101263615503715477581              undirected      unweighted        unipartite  noselfloops  nomultiedges          2455  433841              0.144024      0.144024      0.143965          353.435                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101373961279443806744              undirected      unweighted        unipartite  noselfloops  nomultiedges          3814  954581              0.131279      0.131279      0.131245          500.567                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101499880233887429402              undirected      unweighted        unipartite  noselfloops  nomultiedges           268    5398              0.150875      0.150875      0.150312           40.2836                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101541879642294398860              undirected      unweighted        unipartite  noselfloops  nomultiedges           488   15164              0.127613      0.127613      0.127352           62.1475                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101560853443212199687              undirected      unweighted        unipartite  noselfloops  nomultiedges            19      94              0.549708      0.549708      0.520776            9.89474                                              Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101626577406833098387              undirected      unweighted        unipartite  noselfloops  nomultiedges          4712  377848              0.0340431     0.0340431     0.0340358         160.377                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101848191156408080085              undirected      unweighted        unipartite  noselfloops  nomultiedges            94    1005              0.229925      0.229925      0.227478           21.383                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_101997124338642780860              undirected      unweighted        unipartite  noselfloops  nomultiedges           575   11467              0.0694864     0.0694864     0.0693656          39.8852                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_102170431816592344972              undirected      unweighted        unipartite  noselfloops  nomultiedges          2224  176691              0.0714776     0.0714776     0.0714455         158.895                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_102340116189726655233              undirected      unweighted        unipartite  noselfloops  nomultiedges          2590  207957              0.0620257     0.0620257     0.0620018         160.585                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_102615863344410467759              undirected      unweighted        unipartite  noselfloops  nomultiedges           102    1169              0.226946      0.226946      0.224721           22.9216                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_102778563580121606331              undirected      unweighted        unipartite  noselfloops  nomultiedges          1371   41123              0.0437882     0.0437882     0.0437562          59.9898                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_103236949470535942612              undirected      unweighted        unipartite  noselfloops  nomultiedges          2332  523446              0.192589      0.192589      0.192506          448.925                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_103241736833663734962              undirected      unweighted        unipartite  noselfloops  nomultiedges           131    1342              0.157604      0.157604      0.156401           20.4885                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_103251633033550231172              undirected      unweighted        unipartite  noselfloops  nomultiedges           373    5743              0.0827784     0.0827784     0.0825565          30.7936                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_103338524411980406972              undirected      unweighted        unipartite  noselfloops  nomultiedges            34      99              0.176471      0.176471      0.17128             5.82353                                              Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_103503116383846951534              undirected      unweighted        unipartite  noselfloops  nomultiedges           422    5746              0.0646846     0.0646846     0.0645313          27.2322                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_103537112468125883734              undirected      unweighted        unipartite  noselfloops  nomultiedges          3100  288769              0.060117      0.060117      0.0600976         186.303                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_103752943025677384806              undirected      unweighted        unipartite  noselfloops  nomultiedges          4895       1.43371e+06    0.119694      0.119694      0.11967           585.784                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_103892332449873403244              undirected      unweighted        unipartite  noselfloops  nomultiedges          2009  122719              0.0608413     0.0608413     0.060811          122.169                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_104105354262797387583              undirected      unweighted        unipartite  noselfloops  nomultiedges           452   12513              0.122766      0.122766      0.122494           55.3673                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_104226133029319075907              undirected      unweighted        unipartite  noselfloops  nomultiedges          1842   28926              0.0170598     0.0170598     0.0170506          31.4072                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_104290609881668164623              undirected      unweighted        unipartite  noselfloops  nomultiedges          3154  267052              0.0537081     0.0537081     0.0536911         169.342                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_104607825525972194062              undirected      unweighted        unipartite  noselfloops  nomultiedges          3091  333278              0.0697877     0.0697877     0.0697652         215.644                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_104672614700283598130              undirected      unweighted        unipartite  noselfloops  nomultiedges           475   18336              0.162878      0.162878      0.162535           77.2042                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_104905626100400792399              undirected      unweighted        unipartite  noselfloops  nomultiedges          4482  265711              0.0264602     0.0264602     0.0264543         118.568                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_104917160754181459072              undirected      unweighted        unipartite  noselfloops  nomultiedges          1589   99347              0.0787427     0.0787427     0.0786932         125.043                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_104987932455782713675              undirected      unweighted        unipartite  noselfloops  nomultiedges          1730  203534              0.13609       0.13609       0.136011          235.299                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_105565257978663183206              undirected      unweighted        unipartite  noselfloops  nomultiedges          3545  259796              0.0413573     0.0413573     0.0413457         146.57                                                 Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_105646458226420473639              undirected      unweighted        unipartite  noselfloops  nomultiedges          4450       1.47371e+06    0.148874      0.148874      0.148841          662.341                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_106186407539128840569              undirected      unweighted        unipartite  noselfloops  nomultiedges          4289  246379              0.0267931     0.0267931     0.0267868         114.889                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_106228758905254036967              undirected      unweighted        unipartite  noselfloops  nomultiedges          4842  263128              0.0224511     0.0224511     0.0224464         108.686                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_106328207304735502636              undirected      unweighted        unipartite  noselfloops  nomultiedges            35     204              0.342857      0.342857      0.333061           11.6571                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_106382433884876652170              undirected      unweighted        unipartite  noselfloops  nomultiedges          4903  723321              0.0601902     0.0601902     0.0601779         295.052                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_106417861423111072106              undirected      unweighted        unipartite  noselfloops  nomultiedges          2761  152646              0.0400627     0.0400627     0.0400482         110.573                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_106724181552911298818              undirected      unweighted        unipartite  noselfloops  nomultiedges          3870  469544              0.0627186     0.0627186     0.0627024         242.658                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_106837574755355833243              undirected      unweighted        unipartite  noselfloops  nomultiedges          1083   52019              0.0887843     0.0887843     0.0887023          96.0646                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_107013688749125521109              undirected      unweighted        unipartite  noselfloops  nomultiedges           762   25289              0.0872212     0.0872212     0.0871067          66.3753                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_107040353898400532534              undirected      unweighted        unipartite  noselfloops  nomultiedges          4369  682354              0.0715114     0.0715114     0.071495          312.362                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_107203023379915799071              undirected      unweighted        unipartite  noselfloops  nomultiedges          2156  127614              0.0549329     0.0549329     0.0549074         118.38                                                 Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_107223200089245371832              undirected      unweighted        unipartite  noselfloops  nomultiedges          2512   67384              0.0213659     0.0213659     0.0213574          53.6497                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_107296660002634487593              undirected      unweighted        unipartite  noselfloops  nomultiedges          1079   46234              0.0794971     0.0794971     0.0794234          85.6979                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_107362628080904735459              undirected      unweighted        unipartite  noselfloops  nomultiedges          3134  707714              0.144155      0.144155      0.144109          451.636                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_107459220492917008623              undirected      unweighted        unipartite  noselfloops  nomultiedges           562   12000              0.0761223     0.0761223     0.0759869          42.7046                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_107489144252174167638              undirected      unweighted        unipartite  noselfloops  nomultiedges          4362       1.25209e+06    0.131642      0.131642      0.131612          574.089                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_107965826228461029730              undirected      unweighted        unipartite  noselfloops  nomultiedges           495   16755              0.137038      0.137038      0.136762           67.697                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_108156134340151350951              undirected      unweighted        unipartite  noselfloops  nomultiedges          2658  222609              0.0630414     0.0630414     0.0630177         167.501                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_108404515213153345305              undirected      unweighted        unipartite  noselfloops  nomultiedges           417    5628              0.0648866     0.0648866     0.0647309          26.9928                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_108541235642523883716              undirected      unweighted        unipartite  noselfloops  nomultiedges          1007   49505              0.0977353     0.0977353     0.0976383          98.3217                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_108883879052307976051              undirected      unweighted        unipartite  noselfloops  nomultiedges          1743   86198              0.0567782     0.0567782     0.0567456          98.9076                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_109130886479781915270              undirected      unweighted        unipartite  noselfloops  nomultiedges          4880  575726              0.048361      0.048361      0.0483511         235.953                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_109213135085178239952              undirected      unweighted        unipartite  noselfloops  nomultiedges          1520  210169              0.182053      0.182053      0.181933          276.538                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_109327480479767108490              undirected      unweighted        unipartite  noselfloops  nomultiedges           773    9070              0.0303977     0.0303977     0.0303584          23.467                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_109342148209917802565              undirected      unweighted        unipartite  noselfloops  nomultiedges           550   15889              0.105243      0.105243      0.105051           57.7782                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_109596373340495798827              undirected      unweighted        unipartite  noselfloops  nomultiedges          4720  506827              0.045509      0.045509      0.0454994         214.757                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_109602109099036550366              undirected      unweighted        unipartite  noselfloops  nomultiedges          2187  114330              0.047829      0.047829      0.0478071         104.554                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_110232479818136355682              undirected      unweighted        unipartite  noselfloops  nomultiedges           120    1026              0.143697      0.143697      0.1425             17.1                                                  Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_110241952466097562819              undirected      unweighted        unipartite  noselfloops  nomultiedges            83     671              0.197179      0.197179      0.194803           16.1687                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_110538600381916983600              undirected      unweighted        unipartite  noselfloops  nomultiedges          1889  496281              0.278307      0.278307      0.278159          525.443                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_110581012109008817546              undirected      unweighted        unipartite  noselfloops  nomultiedges           627    2073              0.010563      0.010563      0.0105462           6.61244                                              Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_110614416163543421878              undirected      unweighted        unipartite  noselfloops  nomultiedges           338   10626              0.186575      0.186575      0.186023           62.8757                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_110701307803962595019              undirected      unweighted        unipartite  noselfloops  nomultiedges          1556  105470              0.0871804     0.0871804     0.0871244         135.566                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_110739220927723360152              undirected      unweighted        unipartite  noselfloops  nomultiedges            54     203              0.141859      0.141859      0.139232            7.51852                                              Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_110809308822849680310              undirected      unweighted        unipartite  noselfloops  nomultiedges            97     464              0.0996564     0.0996564     0.098629            9.56701                                              Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_110971010308065250763              undirected      unweighted        unipartite  noselfloops  nomultiedges          1548  289080              0.241428      0.241428      0.241272          373.488                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_111048918866742956374              undirected      unweighted        unipartite  noselfloops  nomultiedges          4160  480779              0.0555768     0.0555768     0.0555634         231.144                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_111058843129764709244              undirected      unweighted        unipartite  noselfloops  nomultiedges          3508  253930              0.0412809     0.0412809     0.0412691         144.772                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_111091089527727420853              undirected      unweighted        unipartite  noselfloops  nomultiedges          4938  547923              0.0449506     0.0449506     0.0449415         221.921                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_111213696402662884531              undirected      unweighted        unipartite  noselfloops  nomultiedges           258    7624              0.229964      0.229964      0.229073           59.1008                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_112317819390625199896              undirected      unweighted        unipartite  noselfloops  nomultiedges           498   11758              0.0950118     0.0950118     0.0948211          47.2209                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_112463391491520264813              undirected      unweighted        unipartite  noselfloops  nomultiedges          4720  566977              0.05091       0.05091       0.0508993         240.244                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_112573107772208475213              undirected      unweighted        unipartite  noselfloops  nomultiedges          3799   60211              0.00834606    0.00834606    0.00834386         31.6983                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_112724573277710080670              undirected      unweighted        unipartite  noselfloops  nomultiedges           851   29357              0.0811696     0.0811696     0.0810742          68.9941                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_112737356589974073749              undirected      unweighted        unipartite  noselfloops  nomultiedges           476   27065              0.239407      0.239407      0.238904          113.718                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_112787435697866537461              undirected      unweighted        unipartite  noselfloops  nomultiedges          4926       1.14302e+06    0.0942283     0.0942283     0.0942092         464.074                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_113112256846010263985              undirected      unweighted        unipartite  noselfloops  nomultiedges          1662  104838              0.0759535     0.0759535     0.0759078         126.159                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_113122049849685469495              undirected      unweighted        unipartite  noselfloops  nomultiedges           792   25777              0.0822926     0.0822926     0.0821887          65.0934                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_113171096418029011322              undirected      unweighted        unipartite  noselfloops  nomultiedges          3347  172663              0.0308353     0.0308353     0.030826          103.175                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_113356364521839061717              undirected      unweighted        unipartite  noselfloops  nomultiedges          1604  165655              0.128854      0.128854      0.128773          206.552                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_113455290791279442483              undirected      unweighted        unipartite  noselfloops  nomultiedges           108    2352              0.407061      0.407061      0.403292           43.5556                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_113597493946570654755              undirected      unweighted        unipartite  noselfloops  nomultiedges           321    7401              0.1441        0.1441        0.143652           46.1121                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_113718775944980638561              undirected      unweighted        unipartite  noselfloops  nomultiedges          3939       1.03066e+06    0.132887      0.132887      0.132853          523.309                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_113799277735885972934              undirected      unweighted        unipartite  noselfloops  nomultiedges          2017   79124              0.0389172     0.0389172     0.0388979          78.4571                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_113881433443048137993              undirected      unweighted        unipartite  noselfloops  nomultiedges           769   21746              0.0736414     0.0736414     0.0735456          56.5566                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_114054672576929802335              undirected      unweighted        unipartite  noselfloops  nomultiedges           175    4138              0.27179       0.27179       0.270237           47.2914                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_114104634069486127920              undirected      unweighted        unipartite  noselfloops  nomultiedges           320    8667              0.169808      0.169808      0.169277           54.1688                                               Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_114122960748905067938              undirected      unweighted        unipartite  noselfloops  nomultiedges          4734  620131              0.055354      0.055354      0.0553423         261.99                                                 Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_114124942936679476879              undirected      unweighted        unipartite  noselfloops  nomultiedges          4782       1.03527e+06    0.0905637     0.0905637     0.0905447         432.985                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
ego_social_gplus_114147483140782280818              undirected      unweighted        unipartite  noselfloops  nomultiedges          4229  433995              0.0485447     0.0485447     0.0485332         205.247                                                Social,Online                  None                                          http://snap.stanford.edu/data/egonets-Facebook.html
